current_epoch	train_loss	train_acc	train_f_score_hateful	train_f_score_abusive	train_f_score_normal	train_f_score_spam	train_acc_class_hateful	train_loss_class_hateful	train_acc_class_abusive	train_loss_class_abusive	train_acc_class_normal	train_loss_class_normal	train_acc_class_spam	train_loss_class_spam
35.0000	0.2080	0.9213	0.6980	0.8687	0.9438	0.8483	0.8608	0.3403	0.9649	0.1124	0.8349	0.3972	0.6998	0.6995
34.0000	0.2124	0.9199	0.7318	0.8706	0.9433	0.8397	0.7174	0.6761	0.8610	0.3434	0.9654	0.1127	0.8212	0.4212
19.0000	0.7537	0.7286	0.0332	0.4564	0.7786	0.0601	0.0000	2.9724	0.3514	1.6607	0.9795	0.3168	0.0358	1.5422
40.0000	0.1939	0.9269	0.7461	0.8811	0.9484	0.8554	0.7381	0.6258	0.8764	0.3108	0.9667	0.1056	0.8428	0.3749
21.0000	0.7490	0.7277	0.0311	0.4471	0.7855	0.0829	0.0000	2.9176	0.3406	1.6478	0.9761	0.3158	0.0511	1.5300
22.0000	0.7555	0.7283	0.0385	0.4463	0.7728	0.0777	0.0000	2.9742	0.3287	1.6904	0.9789	0.3166	0.0478	1.5519
36.0000	0.2070	0.9217	0.7086	0.8707	0.9463	0.8447	0.7076	0.6923	0.8635	0.3427	0.9651	0.1126	0.8307	0.3940
35.0000	0.2065	0.9222	0.7107	0.8739	0.9465	0.8458	0.6990	0.6748	0.8615	0.3329	0.9669	0.1113	0.8275	0.4016
41.0000	0.1866	0.9306	0.7416	0.8863	0.9520	0.8664	0.7412	0.6149	0.8761	0.3116	0.9699	0.1006	0.8502	0.3590
20.0000	0.7529	0.7280	0.0346	0.4432	0.7829	0.0744	0.0000	2.9464	0.3405	1.6663	0.9780	0.3172	0.0442	1.5410
42.0000	0.1877	0.9297	0.7464	0.8824	0.9506	0.8616	0.7464	0.6097	0.8742	0.3022	0.9686	0.1038	0.8467	0.3630
37.0000	0.1987	0.9254	0.7527	0.8756	0.9470	0.8560	0.7434	0.6084	0.8670	0.3309	0.9661	0.1083	0.8428	0.3796
36.0000	0.2100	0.9215	0.7116	0.8738	0.9458	0.8432	0.7058	0.7106	0.8635	0.3287	0.9664	0.1112	0.8253	0.4259
23.0000	0.7543	0.7276	0.0364	0.4526	0.7749	0.0589	0.0000	2.9623	0.3367	1.6814	0.9799	0.3160	0.0357	1.5484
22.0000	0.7479	0.7291	0.0290	0.4585	0.7804	0.0883	0.0000	2.9599	0.3434	1.6617	0.9767	0.3148	0.0542	1.5258
43.0000	0.1895	0.9285	0.7440	0.8774	0.9487	0.8631	0.7362	0.6232	0.8690	0.3105	0.9685	0.1035	0.8498	0.3584
38.0000	0.1980	0.9248	0.7213	0.8788	0.9456	0.8554	0.7156	0.6554	0.8653	0.3184	0.9661	0.1074	0.8429	0.3817
37.0000	0.1955	0.9265	0.7435	0.8820	0.9467	0.8564	0.7309	0.6532	0.8743	0.3084	0.9683	0.1062	0.8368	0.3781
21.0000	0.7525	0.7287	0.0363	0.4548	0.7760	0.0765	0.0000	2.9608	0.3439	1.6689	0.9777	0.3157	0.0458	1.5483
24.0000	0.7538	0.7272	0.0357	0.4410	0.7752	0.0737	0.0000	2.9535	0.3284	1.6763	0.9778	0.3166	0.0434	1.5561
44.0000	0.1861	0.9300	0.7617	0.8843	0.9507	0.8623	0.8749	0.3038	0.9682	0.1016	0.8520	0.3586	0.7519	0.5906
23.0000	0.7475	0.7283	0.0331	0.4425	0.7831	0.0804	0.0000	2.9289	0.3341	1.6625	0.9773	0.3140	0.0498	1.5308
39.0000	0.1979	0.9260	0.7469	0.8761	0.9455	0.8577	0.7345	0.6515	0.8699	0.3189	0.9663	0.1076	0.8413	0.3825
38.0000	0.1922	0.9284	0.7192	0.8825	0.9507	0.8615	0.7119	0.6604	0.8726	0.3027	0.9686	0.1035	0.8469	0.3768
45.0000	0.1812	0.9318	0.7569	0.8926	0.9511	0.8645	0.7588	0.5705	0.8784	0.2978	0.9695	0.0983	0.8518	0.3516
25.0000	0.7545	0.7272	0.0355	0.4466	0.7823	0.0701	0.0000	2.9575	0.3406	1.6582	0.9777	0.3169	0.0428	1.5567
22.0000	0.7516	0.7281	0.0354	0.4557	0.7750	0.0000	2.9622	0.9777	0.3159	0.0428	1.5418	0.0715	0.3442	1.6616
40.0000	0.1955	0.9263	0.7443	0.8783	0.9476	0.8541	0.7327	0.6408	0.8733	0.3134	0.9656	0.1080	0.8439	0.3773
24.0000	0.7464	0.7293	0.0412	0.4613	0.7669	0.0936	0.0000	2.9640	0.3458	1.6565	0.9758	0.3156	0.0568	1.5272
46.0000	0.1749	0.9334	0.7793	0.8925	0.9512	0.8718	0.7720	0.5443	0.8848	0.2893	0.9701	0.0976	0.8569	0.3292
39.0000	0.1973	0.9265	0.7068	0.8793	0.9493	0.8615	0.7066	0.6782	0.8686	0.3179	0.9693	0.1050	0.8423	0.3799
47.0000	0.1779	0.9331	0.7639	0.8913	0.9528	0.8699	0.7687	0.5498	0.8825	0.2926	0.9689	0.0983	0.8609	0.3327
41.0000	0.1915	0.9266	0.7388	0.8767	0.9485	0.8543	0.7402	0.5879	0.8685	0.3212	0.9677	0.1045	0.8413	0.3653
26.0000	0.7533	0.7276	0.0301	0.4324	0.7909	0.0662	0.0000	2.9360	0.3317	1.6747	0.9792	0.3176	0.0388	1.5449
40.0000	0.1915	0.9291	0.7303	0.8840	0.9493	0.8608	0.7285	0.6587	0.8747	0.3130	0.9694	0.1026	0.8459	0.3681
25.0000	0.7451	0.7288	0.0252	0.4450	0.7921	0.0860	0.0000	2.9361	0.3408	1.6379	0.9761	0.3144	0.0518	1.5294
23.0000	0.7505	0.7284	0.0382	0.4529	0.7780	0.0716	0.0000	2.9417	0.3460	1.6537	0.9782	0.3163	0.0442	1.5371
48.0000	0.1759	0.9343	0.7689	0.8943	0.9523	0.8698	0.7637	0.5557	0.8889	0.2838	0.9710	0.0948	0.8587	0.3391
42.0000	0.1903	0.9284	0.7556	0.8806	0.9478	0.8604	0.7473	0.6534	0.8730	0.3134	0.9667	0.1029	0.8473	0.3668
41.0000	0.1908	0.9277	0.7313	0.8811	0.9465	0.8625	0.7167	0.6389	0.8693	0.3101	0.9684	0.1035	0.8459	0.3660
27.0000	0.7524	0.7283	0.0272	0.4524	0.7865	0.0679	0.0000	2.9623	0.3428	1.6632	0.9792	0.3148	0.0407	1.5509
49.0000	0.1719	0.9349	0.7639	0.8968	0.9530	0.8736	0.7582	0.5681	0.8877	0.2684	0.9702	0.0947	0.8637	0.3282
26.0000	0.7436	0.7298	0.0314	0.4506	0.7838	0.0977	0.0000	2.9204	0.3403	1.6355	0.9765	0.3136	0.0593	1.5199
43.0000	0.1852	0.9304	0.7662	0.8879	0.9505	0.8601	0.7572	0.5864	0.8796	0.2943	0.9683	0.1013	0.8496	0.3580
24.0000	0.7502	0.7285	0.0325	0.4443	0.7835	0.0785	0.0000	2.9317	0.3413	1.6572	0.9778	0.3148	0.0467	1.5393
42.0000	0.1842	0.9317	0.7674	0.8908	0.9507	0.8636	0.7550	0.6150	0.8845	0.2945	0.9700	0.1000	0.8469	0.3570
50.0000	0.1721	0.9352	0.7739	0.8931	0.9547	0.8728	0.7819	0.5119	0.8891	0.2717	0.9706	0.0945	0.8596	0.3348
28.0000	0.7510	0.7279	0.0338	0.4468	0.7828	0.0717	0.0000	2.9438	0.3412	1.6630	0.9781	0.3163	0.0434	1.5414
44.0000	0.1859	0.9300	0.7498	0.8840	0.9505	0.8646	0.7505	0.6097	0.8741	0.3085	0.9685	0.0992	0.8532	0.3574
51.0000	0.1691	0.9363	0.7822	0.8929	0.9549	0.8744	0.8859	0.2775	0.9711	0.0930	0.8643	0.3191	0.7829	0.5190
27.0000	0.7429	0.7300	0.0261	0.4551	0.7924	0.1074	0.0000	2.9095	0.3497	1.6234	0.9748	0.3138	0.0656	1.5205
43.0000	0.1837	0.9315	0.7378	0.8872	0.9518	0.8709	0.7271	0.6542	0.8829	0.2932	0.9701	0.0996	0.8558	0.3421
25.0000	0.7493	0.7286	0.0394	0.4536	0.7732	0.3388	1.6756	0.9779	0.3146	0.0472	1.5381	0.0775	0.0006	2.9621
52.0000	0.1664	0.9376	0.7958	0.8959	0.9548	0.8753	0.7865	0.4843	0.8904	0.2732	0.9720	0.0908	0.8639	0.3277
45.0000	0.1834	0.9301	0.7388	0.8838	0.9510	0.8626	0.7459	0.5900	0.8758	0.2921	0.9690	0.0996	0.8522	0.3543
29.0000	0.7519	0.7279	0.0286	0.4437	0.7892	0.0767	0.0000	2.9504	0.3391	1.6622	0.9773	0.3150	0.0458	1.5466
44.0000	0.1836	0.9292	0.7060	0.8769	0.9517	0.8644	0.7104	0.6439	0.8700	0.3005	0.9694	0.0984	0.8535	0.3496
28.0000	0.7430	0.7310	0.0327	0.4585	0.7833	0.1043	0.0000	2.9077	0.3474	1.6404	0.9761	0.3132	0.0653	1.5247
53.0000	0.1637	0.9385	0.7878	0.9029	0.9557	0.8776	0.7892	0.4980	0.8944	0.2599	0.9715	0.0910	0.8683	0.3159
46.0000	0.1805	0.9340	0.7420	0.8881	0.9552	0.8710	0.7428	0.6090	0.8797	0.2921	0.9707	0.0982	0.8606	0.3426
26.0000	0.7491	0.7283	0.0355	0.4525	0.7683	0.0842	0.0000	2.9187	0.3322	1.6704	0.9777	0.3149	0.0507	1.5316
45.0000	0.1813	0.9305	0.7585	0.8887	0.9513	0.8615	0.7533	0.5771	0.8819	0.2930	0.9680	0.0992	0.8524	0.3456
30.0000	0.7491	0.7271	0.0267	0.4467	0.7877	0.0825	0.0000	2.9305	0.3395	1.6690	0.9753	0.3157	0.0491	1.5386
54.0000	0.1575	0.9422	0.7963	0.9071	0.9576	0.8900	0.7856	0.5271	0.9017	0.2476	0.9734	0.0881	0.8798	0.2926
29.0000	0.7410	0.7297	0.0376	0.4564	0.7770	0.1009	0.0000	2.9314	0.3439	1.6327	0.9760	0.3142	0.0620	1.5112
47.0000	0.1754	0.9338	0.7630	0.8924	0.9534	0.8729	0.7569	0.5774	0.8847	0.2743	0.9705	0.0965	0.8592	0.3296
55.0000	0.1616	0.9383	0.7723	0.8967	0.9578	0.8766	0.7770	0.5144	0.8947	0.2686	0.9702	0.0891	0.8726	0.3089
46.0000	0.1803	0.9327	0.7667	0.8886	0.9532	0.8709	0.7806	0.5791	0.8769	0.2925	0.9684	0.0994	0.8624	0.3358
31.0000	0.7476	0.7300	0.0339	0.4572	0.7819	0.0828	0.0000	2.9254	0.3493	1.6419	0.9784	0.3146	0.0500	1.5395
27.0000	0.7456	0.7315	0.0319	0.4693	0.7845	0.0891	0.0000	2.9257	0.3565	1.6473	0.9786	0.3152	0.0532	1.5182
48.0000	0.1785	0.9324	0.7499	0.8906	0.9506	0.8669	0.7483	0.5786	0.8814	0.3000	0.9695	0.0966	0.8542	0.3433
56.0000	0.1567	0.9419	0.7866	0.8968	0.9587	0.8914	0.7773	0.5173	0.8933	0.2602	0.9737	0.0859	0.8830	0.2871
47.0000	0.1719	0.9350	0.7810	0.8930	0.9535	0.8716	0.7725	0.5191	0.8819	0.2856	0.9710	0.0946	0.8609	0.3301
30.0000	0.7390	0.7306	0.0444	0.4678	0.7696	0.0991	0.0000	2.9260	0.3517	1.6131	0.9753	0.3128	0.0612	1.5140
57.0000	0.1591	0.9410	0.7979	0.8999	0.9565	0.8871	0.7955	0.5136	0.8925	0.2587	0.9731	0.0876	0.8757	0.3001
32.0000	0.7484	0.7295	0.0392	0.4504	0.7796	0.3455	1.6552	0.9768	0.3160	0.0566	1.5322	0.0924	0.0000	2.9392
49.0000	0.1739	0.9331	0.7675	0.8909	0.9510	0.8878	0.2757	0.9699	0.0955	0.8560	0.3366	0.8676	0.7523	0.5577
28.0000	0.7472	0.7295	0.0355	0.4677	0.7800	0.0810	0.0000	2.9567	0.3638	1.6340	0.9769	0.3140	0.0477	1.5440
48.0000	0.1736	0.9345	0.7659	0.8904	0.9531	0.8720	0.7505	0.5777	0.8814	0.2914	0.9713	0.0944	0.8595	0.3317
58.0000	0.1538	0.9433	0.8015	0.9024	0.9587	0.8954	0.2537	0.9743	0.0859	0.8827	0.2856	0.8920	0.7974	0.4802
31.0000	0.7394	0.7311	0.0291	0.4674	0.7870	0.1028	0.0000	2.9040	0.3590	1.6128	0.9758	0.3133	0.0625	1.5138
50.0000	0.1707	0.9360	0.7752	0.9010	0.9521	0.8967	0.2635	0.9706	0.0945	0.8592	0.3298	0.8712	0.7749	0.5332
33.0000	0.7491	0.7281	0.0367	0.4562	0.7769	0.0836	0.0000	2.9226	0.3474	1.6458	0.9766	0.3154	0.0491	1.5344
49.0000	0.1711	0.9349	0.7670	0.8941	0.9548	0.8724	0.7652	0.5686	0.8890	0.2703	0.9703	0.0935	0.8609	0.3274
59.0000	0.1519	0.9441	0.7905	0.9092	0.9587	0.8905	0.7884	0.4951	0.9038	0.2401	0.9747	0.0843	0.8800	0.2901
29.0000	0.7461	0.7296	0.0367	0.4591	0.7810	0.0831	0.0005	2.9250	0.3487	1.6443	0.9780	0.3147	0.0496	1.5283
51.0000	0.1703	0.9358	0.7501	0.8979	0.9559	0.8769	0.7536	0.5430	0.8911	0.2703	0.9712	0.0936	0.8674	0.3260
32.0000	0.7373	0.7318	0.0309	0.4581	0.7953	0.1227	0.0006	2.8857	0.3515	1.6219	0.9743	0.3124	0.0781	1.5120
60.0000	0.1527	0.9431	0.8149	0.9012	0.9593	0.8892	0.8087	0.4688	0.8960	0.2688	0.9731	0.0848	0.8847	0.2774
50.0000	0.1669	0.9381	0.7686	0.8959	0.9571	0.8819	0.7632	0.5557	0.8933	0.2729	0.9733	0.0908	0.8674	0.3131
34.0000	0.7466	0.7286	0.0359	0.4455	0.7833	0.0921	0.0000	2.9333	0.3406	1.6520	0.9762	0.3152	0.0564	1.5287
52.0000	0.1683	0.9367	0.7608	0.8959	0.9547	0.8754	0.7712	0.5838	0.8866	0.2772	0.9707	0.0920	0.8665	0.3212
61.0000	0.1495	0.9447	0.8072	0.9047	0.9592	0.8928	0.8007	0.4495	0.9023	0.2466	0.9751	0.0823	0.8815	0.2896
30.0000	0.7451	0.7305	0.0264	0.4575	0.7922	0.0921	0.0000	2.9226	0.3506	1.6439	0.9776	0.3138	0.0558	1.5298
51.0000	0.1617	0.9408	0.7796	0.8993	0.9581	0.8879	0.7771	0.5502	0.8924	0.2654	0.9735	0.0883	0.8779	0.2983
33.0000	0.7362	0.7316	0.0414	0.4704	0.7731	0.3534	1.6123	0.9751	0.3106	0.0705	1.5194	0.1149	0.0019	2.8895
62.0000	0.1476	0.9452	0.8143	0.9077	0.9611	0.9022	0.2414	0.9749	0.0799	0.8818	0.2864	0.8905	0.8197	0.4589
35.0000	0.7458	0.7289	0.0282	0.4420	0.7924	0.0867	0.0009	2.9125	0.3385	1.6548	0.9778	0.3139	0.0504	1.5317
53.0000	0.1623	0.9399	0.7915	0.9019	0.9566	0.8793	0.7831	0.5037	0.9020	0.2516	0.9723	0.0908	0.8705	0.3117
52.0000	0.1675	0.9369	0.7659	0.8979	0.9548	0.8752	0.7763	0.5298	0.8902	0.2688	0.9712	0.0914	0.8639	0.3264
63.0000	0.1462	0.9445	0.8302	0.9108	0.9597	0.8874	0.8336	0.4126	0.9063	0.2354	0.9737	0.0818	0.8794	0.2793
31.0000	0.7445	0.7308	0.0395	0.4713	0.7702	0.0892	0.0000	2.9124	0.3550	1.6256	0.9779	0.3139	0.0546	1.5265
34.0000	0.7368	0.7306	0.0239	0.4587	0.7952	0.1129	0.0002	2.9188	0.3572	1.5931	0.9745	0.3120	0.0704	1.5000
54.0000	0.1660	0.9370	0.7819	0.8956	0.9552	0.8798	0.7761	0.5149	0.8933	0.2661	0.9703	0.0934	0.8715	0.3051
36.0000	0.7454	0.7290	0.0308	0.4533	0.7884	0.0990	0.0003	2.9483	0.3506	1.6349	0.9738	0.3155	0.0622	1.5294
64.0000	0.1461	0.9447	0.7875	0.9025	0.9611	0.8977	0.7911	0.4878	0.8963	0.2388	0.9741	0.0808	0.8926	0.2683
53.0000	0.1628	0.9382	0.7681	0.8949	0.9548	0.8828	0.7621	0.5445	0.8869	0.2633	0.9724	0.0890	0.8713	0.3074
55.0000	0.1596	0.9396	0.7908	0.8974	0.9556	0.8844	0.7944	0.4942	0.8969	0.2552	0.9714	0.0899	0.8770	0.2943
65.0000	0.1428	0.9475	0.8042	0.9136	0.9605	0.9004	0.8118	0.4540	0.9092	0.2311	0.9751	0.0789	0.8930	0.2660
35.0000	0.7362	0.7328	0.0287	0.4596	0.7979	0.1219	0.0000	2.8889	0.3529	1.6073	0.9750	0.3123	0.0776	1.5113
37.0000	0.7442	0.7289	0.0371	0.4493	0.7822	0.0911	0.0000	2.9146	0.3417	1.6432	0.9752	0.3136	0.0573	1.5312
32.0000	0.7421	0.7298	0.0362	0.4691	0.7796	0.0952	0.0023	2.9101	0.3584	1.6239	0.9752	0.3121	0.0585	1.5237
54.0000	0.1609	0.9399	0.7764	0.9030	0.9563	0.8857	0.7788	0.5045	0.8971	0.2517	0.9731	0.0884	0.8732	0.3104
56.0000	0.1567	0.9415	0.8025	0.9079	0.9554	0.8869	0.7946	0.4775	0.9025	0.2442	0.9735	0.0866	0.8775	0.2969
66.0000	0.1396	0.9480	0.8075	0.9121	0.9648	0.8990	0.8244	0.4258	0.9082	0.2328	0.9762	0.0764	0.8910	0.2616
55.0000	0.1544	0.9417	0.8005	0.8980	0.9572	0.8858	0.7985	0.4550	0.8928	0.2565	0.9741	0.0848	0.8730	0.3023
36.0000	0.7325	0.7318	0.0377	0.4677	0.7858	0.1174	0.0029	2.8809	0.3587	1.5894	0.9749	0.3107	0.0724	1.5009
38.0000	0.7435	0.7298	0.0324	0.4573	0.7877	0.0897	0.0005	2.9285	0.3508	1.6314	0.9766	0.3132	0.0568	1.5315
67.0000	0.1415	0.9475	0.8145	0.9100	0.9622	0.8988	0.8251	0.4450	0.9056	0.2372	0.9750	0.0788	0.8939	0.2570
57.0000	0.1603	0.9407	0.7796	0.9035	0.9583	0.8860	0.7779	0.5147	0.8997	0.2561	0.9725	0.0874	0.8787	0.3031
33.0000	0.7419	0.7294	0.0407	0.4542	0.7791	0.0985	0.0000	2.9095	0.3486	1.6385	0.9753	0.3135	0.0610	1.5175
56.0000	0.1568	0.9418	0.8001	0.9025	0.9588	0.8894	0.7968	0.4744	0.8956	0.2509	0.9735	0.0858	0.8796	0.3029
68.0000	0.1395	0.9486	0.8330	0.9110	0.9639	0.9010	0.8344	0.4149	0.9072	0.2240	0.9769	0.0774	0.8900	0.2676
58.0000	0.1531	0.9432	0.7924	0.9036	0.9606	0.8900	0.7915	0.4912	0.8985	0.2489	0.9742	0.0862	0.8812	0.2808
39.0000	0.7436	0.7297	0.0309	0.4512	0.7928	0.0994	0.0000	2.8987	0.3523	1.6287	0.9755	0.3145	0.0605	1.5269
37.0000	0.7318	0.7317	0.0459	0.4696	0.7786	0.1287	0.0034	2.8937	0.3583	1.6015	0.9717	0.3102	0.0829	1.4911
69.0000	0.1365	0.9481	0.8131	0.9193	0.9629	0.8960	0.8136	0.4140	0.9141	0.2114	0.9755	0.0766	0.8910	0.2631
57.0000	0.1550	0.9416	0.7763	0.8981	0.9574	0.8857	0.7762	0.5095	0.8962	0.2472	0.9740	0.0852	0.8738	0.2986
34.0000	0.7405	0.7303	0.0380	0.4625	0.7798	0.1075	0.0013	2.8996	0.3564	1.6223	0.9748	0.3134	0.0670	1.5088
59.0000	0.1534	0.9416	0.7899	0.9062	0.9570	0.8849	0.7936	0.4877	0.8981	0.2434	0.9724	0.0860	0.8753	0.2950
70.0000	0.1298	0.9516	0.8327	0.9237	0.9646	0.9040	0.8303	0.4077	0.9190	0.2034	0.9779	0.0729	0.8961	0.2448
40.0000	0.7421	0.7300	0.0355	0.4648	0.7805	0.0917	0.0009	2.8988	0.3526	1.6257	0.9766	0.3136	0.0552	1.5229
38.0000	0.7297	0.7321	0.0343	0.4672	0.7915	0.1279	0.0029	2.8340	0.3634	1.5888	0.9737	0.3107	0.0783	1.4925
58.0000	0.1542	0.9432	0.7920	0.9038	0.9602	0.8884	0.7998	0.4919	0.9015	0.2523	0.9734	0.0839	0.8808	0.2941
60.0000	0.1494	0.9433	0.7886	0.9056	0.9603	0.8897	0.7995	0.4627	0.9004	0.2440	0.9732	0.0830	0.8830	0.2822
71.0000	0.1309	0.9509	0.8447	0.9204	0.9640	0.9020	0.8534	0.3777	0.9168	0.2055	0.9767	0.0739	0.8936	0.2492
35.0000	0.7390	0.7317	0.0413	0.4660	0.7856	0.1046	0.0013	2.9055	0.3630	1.6090	0.9760	0.3121	0.0659	1.5215
59.0000	0.1541	0.9425	0.7998	0.9097	0.9594	0.8909	0.7870	0.4833	0.9059	0.2352	0.9740	0.0855	0.8810	0.2922
41.0000	0.7408	0.7292	0.0334	0.4627	0.7833	0.0836	0.0000	2.9042	0.3534	1.6279	0.9762	0.3132	0.0513	1.5256
72.0000	0.1280	0.9513	0.8384	0.9211	0.9649	0.9034	0.8406	0.3891	0.9216	0.1932	0.9757	0.0732	0.9006	0.2377
39.0000	0.7313	0.7313	0.0366	0.4634	0.7841	0.1278	0.0029	2.8760	0.3526	1.6029	0.9728	0.3097	0.0786	1.4930
61.0000	0.1450	0.9460	0.8027	0.9132	0.9612	0.8954	0.8016	0.4805	0.9056	0.2353	0.9748	0.0810	0.8905	0.2608
73.0000	0.1307	0.9527	0.8260	0.9277	0.9658	0.9072	0.8308	0.4029	0.9236	0.2003	0.9776	0.0727	0.8996	0.2516
60.0000	0.1475	0.9458	0.8012	0.9124	0.9630	0.8959	0.8080	0.4577	0.9044	0.2366	0.9757	0.0823	0.8865	0.2759
36.0000	0.7396	0.7309	0.0293	0.4466	0.7981	0.1113	0.0019	2.8919	0.3514	1.6167	0.9749	0.3131	0.0703	1.5175
62.0000	0.1473	0.9436	0.8164	0.9062	0.9597	0.8836	0.8094	0.4406	0.9009	0.2380	0.9732	0.0827	0.8804	0.2813
42.0000	0.7410	0.7291	0.0370	0.4616	0.7788	0.0965	0.0022	2.9008	0.3499	1.6108	0.9746	0.3127	0.0603	1.5246
40.0000	0.7298	0.7324	0.0394	0.4674	0.7891	0.1282	0.0044	2.8637	0.3599	1.5911	0.9725	0.3114	0.0819	1.4895
74.0000	0.1310	0.9519	0.8307	0.9192	0.9666	0.9036	0.8423	0.3976	0.9181	0.2182	0.9766	0.0740	0.8998	0.2467
61.0000	0.1460	0.9468	0.8172	0.9138	0.9608	0.8970	0.8053	0.4669	0.9086	0.2278	0.9752	0.0804	0.8897	0.2817
63.0000	0.1449	0.9464	0.7980	0.9157	0.9606	0.8959	0.8011	0.4955	0.9148	0.2274	0.9747	0.0802	0.8885	0.2701
75.0000	0.1267	0.9526	0.8278	0.9219	0.9648	0.9201	0.1993	0.9768	0.0728	0.9049	0.2284	0.9091	0.8323	0.4051
37.0000	0.7386	0.7317	0.0345	0.4768	0.7827	0.1262	0.0000	2.9115	0.3610	1.6033	0.9733	0.3122	0.0793	1.5128
43.0000	0.7397	0.7294	0.0288	0.4560	0.7870	0.1075	0.0009	2.8835	0.3468	1.6250	0.9743	0.3138	0.0649	1.5117
41.0000	0.7269	0.7335	0.0434	0.4635	0.7848	0.1493	0.0049	2.8368	0.3567	1.5830	0.9720	0.3097	0.0932	1.4852
62.0000	0.1463	0.9461	0.8127	0.9071	0.9611	0.8965	0.8204	0.4440	0.9031	0.2349	0.9746	0.0817	0.8888	0.2795
64.0000	0.1443	0.9461	0.8041	0.9105	0.9605	0.8959	0.8117	0.4597	0.9089	0.2286	0.9738	0.0802	0.8924	0.2683
76.0000	0.1257	0.9540	0.8464	0.9236	0.9666	0.9074	0.8469	0.3759	0.9196	0.2004	0.9782	0.0702	0.9067	0.2366
44.0000	0.7387	0.7306	0.0339	0.4702	0.7818	0.1054	0.0000	2.8762	0.3603	1.6061	0.9749	0.3144	0.0638	1.5143
63.0000	0.1424	0.9477	0.8242	0.9167	0.9618	0.8961	0.8209	0.4357	0.9116	0.2256	0.9760	0.0788	0.8877	0.2723
77.0000	0.1255	0.9534	0.8476	0.9231	0.9657	0.9062	0.8411	0.3828	0.9234	0.1928	0.9779	0.0702	0.8983	0.2478
38.0000	0.7351	0.7322	0.0416	0.4743	0.7756	0.1078	0.0000	2.8981	0.3605	1.6111	0.9760	0.3108	0.0664	1.5080
65.0000	0.1454	0.9455	0.8219	0.9096	0.9621	0.8944	0.8256	0.3959	0.9076	0.2296	0.9739	0.0820	0.8882	0.2773
42.0000	0.7273	0.7334	0.0447	0.4683	0.7891	0.1330	0.0078	2.8504	0.3585	1.5969	0.9734	0.3094	0.0835	1.4882
78.0000	0.1243	0.9545	0.8533	0.9267	0.9669	0.9108	0.8595	0.3847	0.9264	0.1949	0.9779	0.0700	0.9035	0.2332
64.0000	0.1410	0.9476	0.8174	0.9113	0.9633	0.9000	0.8196	0.4201	0.9099	0.2234	0.9761	0.0784	0.8914	0.2629
66.0000	0.1402	0.9484	0.8070	0.9188	0.9611	0.8991	0.7984	0.4496	0.9149	0.2246	0.9755	0.0795	0.8925	0.2582
45.0000	0.7373	0.7315	0.0311	0.4614	0.7952	0.1077	0.0009	2.8654	0.3590	1.6113	0.9758	0.3107	0.0666	1.5171
79.0000	0.1230	0.9555	0.8483	0.9270	0.9673	0.9117	0.8457	0.3625	0.9231	0.2022	0.9796	0.0682	0.9078	0.2267
39.0000	0.7349	0.7326	0.0407	0.4640	0.7902	0.1190	0.0072	2.8949	0.3561	1.6082	0.9747	0.3117	0.0739	1.5025
43.0000	0.7255	0.7342	0.0350	0.4708	0.8026	0.1509	0.0076	2.8541	0.3639	1.5825	0.9708	0.3093	0.0990	1.4836
65.0000	0.1400	0.9474	0.8040	0.9136	0.9619	0.8976	0.7935	0.4841	0.9091	0.2229	0.9757	0.0783	0.8897	0.2612
67.0000	0.1375	0.9505	0.8333	0.9204	0.9641	0.9188	0.2114	0.9773	0.0775	0.8946	0.2586	0.9048	0.8245	0.4303
80.0000	0.1232	0.9547	0.8562	0.9272	0.9668	0.9091	0.8598	0.3681	0.9271	0.1880	0.9781	0.0690	0.9060	0.2354
46.0000	0.7389	0.7304	0.0299	0.4585	0.7911	0.1187	0.0005	2.8729	0.3574	1.6282	0.9735	0.3135	0.0740	1.5123
66.0000	0.1378	0.9497	0.8213	0.9197	0.9620	0.9053	0.8200	0.4466	0.9118	0.2310	0.9775	0.0760	0.8951	0.2514
68.0000	0.1372	0.9495	0.8241	0.9178	0.9633	0.9027	0.8275	0.4080	0.9158	0.2159	0.9751	0.0781	0.8983	0.2554
44.0000	0.7257	0.7338	0.0429	0.4640	0.7917	0.1451	0.0101	2.8262	0.3553	1.5964	0.9725	0.3084	0.0909	1.4786
40.0000	0.7357	0.7314	0.0514	0.4723	0.7783	0.1158	0.0075	2.8607	0.3640	1.6053	0.9736	0.3119	0.0711	1.5111
81.0000	0.1202	0.9543	0.8356	0.9245	0.9667	0.9108	0.8337	0.3775	0.9227	0.1977	0.9790	0.0657	0.9049	0.2278
47.0000	0.7376	0.7314	0.0340	0.4639	0.7880	0.1191	0.0020	2.8758	0.3566	1.6073	0.9741	0.3123	0.0752	1.5121
82.0000	0.1190	0.9564	0.8558	0.9270	0.9685	0.9151	0.8573	0.3574	0.9259	0.1863	0.9791	0.0672	0.9108	0.2231
67.0000	0.1371	0.9487	0.8168	0.9192	0.9618	0.8953	0.8149	0.4381	0.9126	0.2174	0.9761	0.0764	0.8910	0.2648
69.0000	0.1407	0.9479	0.8267	0.9109	0.9614	0.8986	0.8326	0.4164	0.9147	0.2229	0.9751	0.0784	0.8890	0.2659
