current_epoch	train_loss	train_acc	train_f_score_hateful	train_f_score_abusive	train_f_score_normal	train_f_score_spam	train_acc_class_hateful	train_loss_class_hateful	train_acc_class_abusive	train_loss_class_abusive	train_acc_class_normal	train_loss_class_normal	train_acc_class_spam	train_loss_class_spam
64.0000	0.5353	0.7922	0.1706	0.7165	0.8309	0.3256	0.0896	2.2152	0.6526	0.8727	0.9783	0.2475	0.2230	1.1861
55.0000	0.5360	0.7921	0.1508	0.7126	0.8385	0.3177	0.0824	2.2198	0.6418	0.8836	0.9786	0.2470	0.2196	1.1938
56.0000	0.5370	0.7918	0.1640	0.7177	0.8243	0.3197	0.0792	2.2531	0.6506	0.8660	0.9787	0.2474	0.2218	1.1888
65.0000	0.5352	0.7923	0.1802	0.7255	0.8240	0.3249	0.0999	2.2082	0.6561	0.8642	0.9785	0.2477	0.2234	1.1872
56.0000	0.5359	0.7923	0.1539	0.7144	0.8362	0.6446	0.8819	0.9779	0.2486	0.2272	1.1861	0.3286	0.0801	2.2338
57.0000	0.5368	0.7921	0.1554	0.7156	0.8335	0.3285	0.0825	2.2316	0.6456	0.8788	0.9785	0.2487	0.2259	1.1827
66.0000	0.5350	0.7923	0.1603	0.7236	0.8362	0.3273	0.0871	2.2172	0.6561	0.8618	0.9786	0.2467	0.2262	1.1840
58.0000	0.5368	0.7919	0.1585	0.7183	0.8308	0.3206	0.0796	2.2549	0.6498	0.8688	0.9787	0.2477	0.2231	1.1933
57.0000	0.5358	0.7922	0.1678	0.7176	0.8319	0.3266	0.0916	2.2361	0.6531	0.8640	0.9781	0.2480	0.2229	1.1871
67.0000	0.5350	0.7923	0.1819	0.7178	0.8263	0.3195	0.0989	2.2129	0.6538	0.8620	0.9786	0.2471	0.2188	1.1893
59.0000	0.5366	0.7920	0.1592	0.7177	0.8360	0.3236	0.0881	2.2264	0.6518	0.8713	0.9787	0.2473	0.2208	1.1933
58.0000	0.5360	0.7920	0.1813	0.7204	0.8283	0.3253	0.0995	2.1906	0.6505	0.8726	0.9781	0.2476	0.2221	1.1861
68.0000	0.5349	0.7924	0.1682	0.7229	0.8252	0.3276	0.0866	2.2084	0.6537	0.8665	0.9780	0.2478	0.2264	1.1841
60.0000	0.5364	0.7921	0.1536	0.7156	0.8346	0.3260	0.0841	2.2359	0.6479	0.8771	0.9784	0.2479	0.2246	1.1884
59.0000	0.5356	0.7920	0.1628	0.7179	0.8327	0.3323	0.0939	2.1935	0.6518	0.8685	0.9783	0.2470	0.2244	1.1920
69.0000	0.5350	0.7924	0.1562	0.7211	0.8387	0.3287	0.0838	2.2245	0.6581	0.8643	0.9782	0.2475	0.2294	1.1799
70.0000	0.5347	0.7924	0.1568	0.7157	0.8388	0.3279	0.0874	2.2251	0.6477	0.8672	0.9782	0.2477	0.2260	1.1813
61.0000	0.5364	0.7923	0.1533	0.7195	0.8395	0.3241	0.0819	2.2417	0.6529	0.8706	0.9784	0.2478	0.2250	1.1893
60.0000	0.5356	0.7924	0.1533	0.7160	0.8423	0.3273	0.0919	2.2253	0.6507	0.8725	0.9780	0.2489	0.2252	1.1811
71.0000	0.5347	0.7921	0.1630	0.7154	0.8361	0.3203	0.0856	2.2268	0.6521	0.8626	0.9789	0.2457	0.2207	1.1924
62.0000	0.5362	0.7924	0.1624	0.7193	0.8329	0.3293	0.0860	2.2211	0.6517	0.8690	0.9781	0.2489	0.2274	1.1796
61.0000	0.5355	0.7921	0.1719	0.7129	0.8307	0.3269	0.0987	2.2138	0.6472	0.8764	0.9782	0.2472	0.2233	1.1914
72.0000	0.5348	0.7923	0.1624	0.7148	0.8371	0.3303	0.0890	2.2368	0.6448	0.8826	0.9783	0.2475	0.2279	1.1803
63.0000	0.5362	0.7918	0.1640	0.7121	0.8346	0.3247	0.0890	2.2284	0.6486	0.8768	0.9788	0.2461	0.2219	1.1924
62.0000	0.5356	0.7916	0.1667	0.7197	0.8295	0.6487	0.8718	0.9785	0.2462	0.2199	1.1928	0.3196	0.0898	2.2414
73.0000	0.5347	0.7927	0.1679	0.7220	0.8315	0.3360	0.0923	2.2187	0.6540	0.8629	0.9778	0.2484	0.2301	1.1789
64.0000	0.5359	0.7922	0.1571	0.7217	0.8389	0.3311	0.0910	2.2275	0.6555	0.8642	0.9779	0.2486	0.2270	1.1798
63.0000	0.5354	0.7925	0.1747	0.7166	0.8356	0.3231	0.1027	2.2112	0.6528	0.8730	0.9783	0.2484	0.2235	1.1885
74.0000	0.5347	0.7923	0.1742	0.7233	0.8302	0.3283	0.0912	2.2267	0.6566	0.8583	0.9784	0.2476	0.2279	1.1770
65.0000	0.5360	0.7919	0.1521	0.7108	0.8417	0.3277	0.0905	2.2272	0.6453	0.8892	0.9782	0.2476	0.2230	1.1860
64.0000	0.5354	0.7918	0.1519	0.7158	0.8400	0.3272	0.0898	2.2301	0.6504	0.8700	0.9785	0.2468	0.2215	1.1891
75.0000	0.5345	0.7926	0.1733	0.7193	0.8350	0.3226	0.0938	2.2196	0.6522	0.8684	0.9782	0.2481	0.2247	1.1806
66.0000	0.5357	0.7925	0.1678	0.7159	0.8376	0.3259	0.0949	2.2216	0.6502	0.8718	0.9785	0.2483	0.2245	1.1856
65.0000	0.5354	0.7923	0.1743	0.7150	0.8283	0.3275	0.0958	2.2238	0.6463	0.8703	0.9784	0.2475	0.2258	1.1845
76.0000	0.5344	0.7925	0.1530	0.7157	0.8507	0.3182	0.0935	2.2308	0.6534	0.8685	0.9786	0.2466	0.2225	1.1898
67.0000	0.5356	0.7923	0.1657	0.7136	0.8372	0.3313	0.0989	2.2116	0.6497	0.8676	0.9787	0.2475	0.2264	1.1821
77.0000	0.5343	0.7923	0.1617	0.7184	0.8287	0.3298	0.0849	2.2230	0.6474	0.8799	0.9788	0.2463	0.2241	1.1858
66.0000	0.5351	0.7922	0.1663	0.7189	0.8314	0.3248	0.0868	2.2381	0.6570	0.8627	0.9784	0.2477	0.2208	1.1869
78.0000	0.5342	0.7923	0.1666	0.7161	0.8309	0.6563	0.8578	0.9784	0.2467	0.2217	1.1892	0.3224	0.0911	2.2219
68.0000	0.5358	0.7922	0.1572	0.7152	0.8426	0.6489	0.8774	0.9787	0.2465	0.2230	1.1880	0.3234	0.0922	2.2281
67.0000	0.5349	0.7926	0.1634	0.7247	0.8356	0.3249	0.0894	2.2169	0.6612	0.8528	0.9783	0.2475	0.2264	1.1831
79.0000	0.5343	0.7926	0.1854	0.7184	0.8175	0.3305	0.0972	2.2105	0.6490	0.8779	0.9781	0.2479	0.2261	1.1815
69.0000	0.5354	0.7927	0.1634	0.7246	0.8323	0.3276	0.0858	2.2247	0.6578	0.8590	0.9786	0.2483	0.2270	1.1828
68.0000	0.5350	0.7924	0.1843	0.7208	0.8182	0.3320	0.0950	2.2006	0.6562	0.8620	0.9783	0.2471	0.2276	1.1833
80.0000	0.5342	0.7925	0.1691	0.7205	0.8277	0.3262	0.0862	2.2449	0.6531	0.8631	0.9784	0.2472	0.2271	1.1827
70.0000	0.5354	0.7923	0.1736	0.7195	0.8312	0.3251	0.0944	2.2184	0.6511	0.8711	0.9786	0.2474	0.2256	1.1851
69.0000	0.5349	0.7922	0.1681	0.7155	0.8327	0.3226	0.0933	2.2251	0.6508	0.8690	0.9783	0.2472	0.2220	1.1846
81.0000	0.5342	0.7926	0.1666	0.7227	0.8287	0.3317	0.0874	2.2087	0.6542	0.8626	0.9783	0.2475	0.2263	1.1824
71.0000	0.5353	0.7927	0.1636	0.7193	0.8347	0.3303	0.0881	2.2075	0.6487	0.8744	0.9782	0.2484	0.2295	1.1795
70.0000	0.5348	0.7922	0.1605	0.7168	0.8409	0.6498	0.8667	0.9783	0.2471	0.2238	1.1847	0.3270	0.0965	2.2134
82.0000	0.5341	0.7923	0.1734	0.7202	0.8276	0.3269	0.0976	2.2013	0.6505	0.8693	0.9787	0.2465	0.2241	1.1846
72.0000	0.5352	0.7923	0.1556	0.7102	0.8412	0.3268	0.0880	2.2255	0.6466	0.8791	0.9787	0.2466	0.2266	1.1843
71.0000	0.5347	0.7925	0.1818	0.7214	0.8217	0.6506	0.8705	0.9783	0.2480	0.2264	1.1801	0.3304	0.0928	2.2191
83.0000	0.5339	0.7928	0.1581	0.7164	0.8381	0.6524	0.8735	0.9786	0.2471	0.2256	1.1797	0.3283	0.0870	2.2359
73.0000	0.5350	0.7924	0.1662	0.7167	0.8302	0.3302	0.0880	2.2339	0.6519	0.8724	0.9788	0.2465	0.2242	1.1849
84.0000	0.5340	0.7926	0.1601	0.7181	0.8350	0.3312	0.0849	2.2425	0.6513	0.8693	0.9785	0.2470	0.2287	1.1797
72.0000	0.5347	0.7922	0.1682	0.7089	0.8349	0.3277	0.0933	2.2269	0.6457	0.8735	0.9787	0.2469	0.2247	1.1837
74.0000	0.5351	0.7924	0.1605	0.7172	0.8367	0.3272	0.0918	2.2258	0.6521	0.8720	0.9785	0.2473	0.2264	1.1831
85.0000	0.5339	0.7928	0.1738	0.7161	0.8296	0.6489	0.8708	0.9784	0.2473	0.2255	1.1828	0.3267	0.0936	2.2215
73.0000	0.5346	0.7920	0.1573	0.7174	0.8408	0.6524	0.8689	0.9785	0.2463	0.2252	1.1853	0.3298	0.0948	2.2143
86.0000	0.5339	0.7927	0.1630	0.7144	0.8318	0.3246	0.0873	2.2278	0.6503	0.8718	0.9787	0.2467	0.2232	1.1865
75.0000	0.5350	0.7923	0.1726	0.7186	0.8220	0.3277	0.0825	2.2236	0.6479	0.8725	0.9787	0.2468	0.2245	1.1817
74.0000	0.5345	0.7927	0.1659	0.7194	0.8312	0.3305	0.0890	2.2217	0.6571	0.8638	0.9786	0.2475	0.2269	1.1816
87.0000	0.5339	0.7926	0.1755	0.7185	0.8271	0.3332	0.1005	2.2130	0.6521	0.8662	0.9782	0.2467	0.2258	1.1846
76.0000	0.5349	0.7926	0.1649	0.7176	0.8354	0.3278	0.0924	2.2084	0.6519	0.8726	0.9785	0.2476	0.2244	1.1824
75.0000	0.5344	0.7926	0.1672	0.7173	0.8316	0.6514	0.8696	0.9782	0.2479	0.2278	1.1782	0.3318	0.0935	2.2222
88.0000	0.5340	0.7926	0.1645	0.7229	0.8340	0.3301	0.0934	2.2181	0.6512	0.8674	0.9783	0.2468	0.2274	1.1820
77.0000	0.5350	0.7923	0.1807	0.7186	0.8262	0.3250	0.0918	2.2353	0.6563	0.8570	0.9786	0.2473	0.2233	1.1868
76.0000	0.5344	0.7923	0.1550	0.7165	0.8389	0.3257	0.0901	2.2179	0.6503	0.8675	0.9784	0.2469	0.2237	1.1859
89.0000	0.5339	0.7929	0.1523	0.7154	0.8452	0.3265	0.0889	2.2152	0.6503	0.8659	0.9784	0.2471	0.2263	1.1827
78.0000	0.5349	0.7928	0.1690	0.7127	0.8374	0.3276	0.0955	2.2149	0.6478	0.8720	0.9784	0.2478	0.2282	1.1809
77.0000	0.5342	0.7927	0.1778	0.7227	0.8224	0.3299	0.0978	2.2211	0.6545	0.8658	0.9785	0.2472	0.2266	1.1823
90.0000	0.5338	0.7927	0.1508	0.7156	0.8420	0.3268	0.0842	2.2467	0.6461	0.8767	0.9784	0.2471	0.2274	1.1783
79.0000	0.5348	0.7927	0.1575	0.7171	0.8293	0.3325	0.0827	2.2488	0.6449	0.8790	0.9783	0.2479	0.2248	1.1852
91.0000	0.5337	0.7927	0.1704	0.7201	0.8304	0.3314	0.0966	2.2149	0.6476	0.8723	0.9787	0.2468	0.2266	1.1791
78.0000	0.5341	0.7925	0.1642	0.7130	0.8341	0.3253	0.0856	2.2283	0.6473	0.8746	0.9784	0.2471	0.2249	1.1819
80.0000	0.5347	0.7924	0.1637	0.7132	0.8315	0.3233	0.0888	2.2376	0.6428	0.8791	0.9786	0.2466	0.2224	1.1887
92.0000	0.5337	0.7930	0.1593	0.7147	0.8398	0.3322	0.0917	2.2163	0.6415	0.8851	0.9786	0.2468	0.2292	1.1791
79.0000	0.5342	0.7927	0.1733	0.7213	0.8265	0.3323	0.0925	2.2220	0.6479	0.8682	0.9782	0.2475	0.2282	1.1790
81.0000	0.5347	0.7923	0.1654	0.7211	0.8323	0.3310	0.0904	2.2227	0.6563	0.8622	0.9785	0.2469	0.2263	1.1852
93.0000	0.5339	0.7927	0.1583	0.7181	0.8414	0.3289	0.0950	2.2116	0.6535	0.8607	0.9785	0.2466	0.2260	1.1862
80.0000	0.5342	0.7928	0.1601	0.7159	0.8382	0.3245	0.0864	2.2226	0.6497	0.8742	0.9783	0.2476	0.2258	1.1845
94.0000	0.5340	0.7926	0.1701	0.7220	0.8276	0.3310	0.0928	2.2249	0.6499	0.8685	0.9785	0.2467	0.2250	1.1829
82.0000	0.5347	0.7924	0.1514	0.7174	0.8363	0.3281	0.0803	2.2328	0.6523	0.8692	0.9786	0.2470	0.2239	1.1824
81.0000	0.5342	0.7925	0.1561	0.7209	0.8386	0.3330	0.0918	2.2280	0.6535	0.8629	0.9785	0.2475	0.2291	1.1803
95.0000	0.5339	0.7926	0.1752	0.7143	0.8276	0.3290	0.0966	2.1984	0.6534	0.8606	0.9781	0.2473	0.2245	1.1824
83.0000	0.5345	0.7927	0.1592	0.7216	0.8369	0.3302	0.0883	2.2358	0.6548	0.8609	0.9784	0.2475	0.2269	1.1833
82.0000	0.5341	0.7927	0.1746	0.7194	0.8288	0.3307	0.0942	2.2295	0.6491	0.8749	0.9787	0.2469	0.2275	1.1773
96.0000	0.5337	0.7928	0.1597	0.7244	0.8395	0.3229	0.0887	2.2355	0.6559	0.8579	0.9790	0.2464	0.2232	1.1857
84.0000	0.5345	0.7925	0.1424	0.7134	0.8399	0.3267	0.0756	2.2474	0.6449	0.8815	0.9785	0.2474	0.2247	1.1816
83.0000	0.5340	0.7925	0.1552	0.7143	0.8361	0.3282	0.0892	2.2073	0.6487	0.8689	0.9789	0.2460	0.2247	1.1880
97.0000	0.5337	0.7927	0.1681	0.7129	0.8298	0.3293	0.0855	2.2247	0.6514	0.8668	0.9787	0.2469	0.2262	1.1835
85.0000	0.5346	0.7926	0.1628	0.7209	0.8343	0.3357	0.0926	2.2208	0.6515	0.8713	0.9785	0.2472	0.2298	1.1791
98.0000	0.5337	0.7926	0.1561	0.7186	0.8371	0.3228	0.0864	2.2275	0.6496	0.8625	0.9785	0.2470	0.2214	1.1845
84.0000	0.5341	0.7926	0.1406	0.7157	0.8475	0.3279	0.0884	2.2214	0.6525	0.8682	0.9786	0.2467	0.2258	1.1853
86.0000	0.5346	0.7926	0.1559	0.7166	0.8428	0.3355	0.0936	2.2254	0.6536	0.8619	0.9785	0.2473	0.2278	1.1803
99.0000	0.5339	0.7925	0.1757	0.7167	0.8221	0.3336	0.0915	2.2248	0.6502	0.8673	0.9785	0.2469	0.2271	1.1813
85.0000	0.5341	0.7927	0.1626	0.7239	0.8328	0.3296	0.0868	2.2305	0.6596	0.8607	0.9785	0.2471	0.2247	1.1788
87.0000	0.5342	0.7929	0.1571	0.7200	0.8336	0.3339	0.0884	2.2194	0.6573	0.8646	0.9782	0.2477	0.2285	1.1825
86.0000	0.5339	0.7927	0.1596	0.7206	0.8339	0.3262	0.0875	2.2328	0.6556	0.8666	0.9787	0.2469	0.2236	1.1810
88.0000	0.5344	0.7925	0.1710	0.7210	0.8212	0.3274	0.0847	2.2354	0.6527	0.8628	0.9784	0.2468	0.2250	1.1870
87.0000	0.5339	0.7926	0.1807	0.7189	0.8256	0.3299	0.0995	2.2040	0.6486	0.8738	0.9788	0.2468	0.2264	1.1790
89.0000	0.5344	0.7925	0.1699	0.7197	0.8230	0.3345	0.0886	2.2262	0.6511	0.8696	0.9785	0.2468	0.2270	1.1802
88.0000	0.5339	0.7926	0.1560	0.7195	0.8385	0.3283	0.0913	2.2220	0.6507	0.8661	0.9786	0.2467	0.2254	1.1866
90.0000	0.5343	0.7927	0.1833	0.7221	0.8198	0.3280	0.0905	2.2348	0.6524	0.8706	0.9784	0.2473	0.2248	1.1856
89.0000	0.5338	0.7927	0.1540	0.7214	0.8368	0.3269	0.0858	2.2464	0.6537	0.8620	0.9785	0.2468	0.2230	1.1870
91.0000	0.5344	0.7926	0.1660	0.7222	0.8288	0.3300	0.0833	2.2320	0.6567	0.8637	0.9784	0.2476	0.2272	1.1847
90.0000	0.5339	0.7928	0.1558	0.7205	0.8406	0.3275	0.0904	2.2248	0.6569	0.8554	0.9787	0.2469	0.2247	1.1826
92.0000	0.5342	0.7928	0.1456	0.7170	0.8480	0.3264	0.0856	2.2235	0.6504	0.8740	0.9787	0.2471	0.2239	1.1856
91.0000	0.5339	0.7926	0.1567	0.7193	0.8395	0.3223	0.0846	2.2313	0.6501	0.8741	0.9786	0.2469	0.2232	1.1844
93.0000	0.5342	0.7928	0.1687	0.7215	0.8254	0.3328	0.0852	2.2219	0.6573	0.8594	0.9785	0.2470	0.2280	1.1829
92.0000	0.5339	0.7927	0.1611	0.7203	0.8410	0.3240	0.0926	2.2264	0.6535	0.8657	0.9783	0.2474	0.2252	1.1811
94.0000	0.5341	0.7927	0.1552	0.7193	0.8407	0.3290	0.0877	2.2328	0.6557	0.8589	0.9788	0.2465	0.2279	1.1837
93.0000	0.5338	0.7926	0.1613	0.7148	0.8331	0.3250	0.0867	2.2193	0.6457	0.8783	0.9788	0.2465	0.2245	1.1840
95.0000	0.5344	0.7926	0.1678	0.7186	0.8278	0.3249	0.0865	2.2186	0.6486	0.8728	0.9785	0.2469	0.2240	1.1871
94.0000	0.5339	0.7926	0.1568	0.7199	0.8421	0.3296	0.0883	2.2064	0.6561	0.8601	0.9782	0.2472	0.2288	1.1815
96.0000	0.5341	0.7928	0.1665	0.7173	0.8355	0.3251	0.0915	2.2218	0.6561	0.8676	0.9788	0.2469	0.2231	1.1853
95.0000	0.5338	0.7926	0.1531	0.7128	0.8417	0.3313	0.0881	2.2325	0.6513	0.8722	0.9785	0.2467	0.2266	1.1810
97.0000	0.5341	0.7929	0.1682	0.7183	0.8353	0.3345	0.0927	2.2281	0.6550	0.8622	0.9784	0.2478	0.2288	1.1813
96.0000	0.5337	0.7928	0.1664	0.7157	0.8368	0.3287	0.0955	2.2089	0.6484	0.8689	0.9785	0.2472	0.2251	1.1781
98.0000	0.5342	0.7925	0.1626	0.7218	0.8360	0.3231	0.0902	2.2175	0.6511	0.8646	0.9786	0.2469	0.2257	1.1797
97.0000	0.5337	0.7927	0.1675	0.7123	0.8315	0.3310	0.0903	2.1961	0.6485	0.8674	0.9786	0.2470	0.2262	1.1840
99.0000	0.5342	0.7926	0.1651	0.7160	0.8311	0.3299	0.0923	2.2311	0.6495	0.8732	0.9786	0.2469	0.2239	1.1864
98.0000	0.5337	0.7928	0.1637	0.7225	0.8404	0.3231	0.0937	2.2176	0.6586	0.8536	0.9786	0.2476	0.2258	1.1773
99.0000	0.5337	0.7927	0.1633	0.7151	0.8384	0.3274	0.0905	2.2218	0.6488	0.8709	0.9788	0.2466	0.2262	1.1845
0.0000	1.1912	0.7078	0.0068	0.1325	0.7718	0.0000	0.0000	1.5213	0.0529	1.4183	0.9991	1.0772	0.0000	1.4676
0.0000	1.1963	0.7001	0.0027	0.0894	0.7486	0.0023	0.0030	1.5133	0.0114	1.4578	0.9933	1.0803	0.0044	1.4656
0.0000	1.1936	0.7029	0.0061	0.1548	0.7657	0.0000	0.0000	1.5177	0.0764	1.4159	0.9885	1.0827	0.0000	1.4648
1.0000	0.9383	0.7160	0.0151	0.2522	0.7672	0.0000	0.0000	1.7956	0.1348	1.4469	0.9996	0.6761	0.0000	1.5696
1.0000	0.9390	0.7160	0.0162	0.2514	0.7639	0.0000	0.0000	1.7907	0.1302	1.4510	0.9996	0.6769	0.0000	1.5727
1.0000	0.9381	0.7165	0.0148	0.2461	0.7739	0.0000	0.0000	1.7935	0.1325	1.4441	0.9996	0.6756	0.0000	1.5731
2.0000	0.8166	0.7231	0.0229	0.3214	0.7833	0.0006	0.0000	2.0246	0.2010	1.4302	0.9994	0.4888	0.0003	1.5858
2.0000	0.8157	0.7243	0.0224	0.3437	0.7751	0.2111	1.4184	0.9993	0.4894	0.0000	1.5889	0.0000	0.0000	2.0321
2.0000	0.8162	0.7239	0.0264	0.3388	0.7716	0.0006	0.0000	2.0240	0.2069	1.4281	0.9994	0.4907	0.0003	1.5816
3.0000	0.7476	0.7304	0.0325	0.4160	0.7659	0.0105	0.0000	2.1636	0.2677	1.3829	0.9985	0.4001	0.0059	1.5444
3.0000	0.7473	0.7315	0.0319	0.4268	0.7768	0.0111	0.0000	2.1984	0.2869	1.3510	0.9985	0.4009	0.0059	1.5421
3.0000	0.7481	0.7307	0.0353	0.4188	0.7640	0.0099	0.0000	2.1925	0.2733	1.3728	0.9987	0.4009	0.0057	1.5407
4.0000	0.7013	0.7392	0.0284	0.4664	0.7976	0.0416	0.0018	2.2323	0.3343	1.3136	0.9973	0.3567	0.0235	1.4710
4.0000	0.7011	0.7400	0.0311	0.4723	0.7980	0.0435	0.0006	2.2643	0.3424	1.2979	0.9972	0.3564	0.0248	1.4736
4.0000	0.7019	0.7393	0.0357	0.4785	0.7841	0.0439	0.0005	2.2519	0.3399	1.3102	0.9973	0.3551	0.0246	1.4752
5.0000	0.6684	0.7470	0.0517	0.5243	0.7897	0.0919	0.0088	2.2822	0.3934	1.2336	0.9947	0.3280	0.0536	1.4169
5.0000	0.6683	0.7470	0.0377	0.5238	0.7971	0.0860	0.0022	2.2941	0.3954	1.2329	0.9950	0.3264	0.0499	1.4286
5.0000	0.6691	0.7469	0.0441	0.5246	0.7916	0.0898	0.0042	2.2885	0.3852	1.2431	0.9954	0.3270	0.0533	1.4204
6.0000	0.6440	0.7537	0.0685	0.5594	0.7937	0.1478	0.0159	2.3103	0.4281	1.1778	0.9907	0.3099	0.0906	1.3727
6.0000	0.6440	0.7538	0.0640	0.5576	0.7973	0.1455	0.0149	2.3294	0.4308	1.1727	0.9906	0.3099	0.0881	1.3739
6.0000	0.6446	0.7536	0.0659	0.5586	0.7914	0.1458	0.0125	2.3257	0.4298	1.1795	0.9906	0.3099	0.0872	1.3748
7.0000	0.6255	0.7595	0.0567	0.5758	0.8128	0.1798	0.0169	2.3419	0.4559	1.1440	0.9889	0.2962	0.1113	1.3391
7.0000	0.6253	0.7601	0.0621	0.5835	0.8095	0.1827	0.0173	2.3371	0.4649	1.1306	0.9888	0.2965	0.1127	1.3373
7.0000	0.6259	0.7597	0.0652	0.5764	0.8050	0.4564	1.1401	0.9890	0.2974	0.1134	1.3319	0.1825	0.0164	2.3442
8.0000	0.6108	0.7654	0.0634	0.6034	0.8196	0.2106	0.0251	2.3462	0.4914	1.0953	0.9872	0.2876	0.1324	1.3124
8.0000	0.6109	0.7649	0.0674	0.6057	0.8075	0.2088	0.0182	2.3711	0.4873	1.0997	0.9874	0.2867	0.1323	1.3129
8.0000	0.6113	0.7649	0.0665	0.6026	0.8150	0.2073	0.0218	2.3528	0.4894	1.0982	0.9877	0.2861	0.1314	1.3123
9.0000	0.5997	0.7686	0.0747	0.6263	0.8149	0.2182	0.0227	2.3573	0.5209	1.0682	0.9861	0.2778	0.1410	1.2979
9.0000	0.5995	0.7691	0.0743	0.6254	0.8205	0.2193	0.0244	2.3716	0.5217	1.0633	0.9858	0.2790	0.1420	1.2962
9.0000	0.6000	0.7690	0.0790	0.6306	0.8101	0.2255	0.0248	2.3517	0.5173	1.0685	0.9859	0.2794	0.1446	1.2941
10.0000	0.5905	0.7727	0.0874	0.6427	0.8076	0.2461	0.0268	2.3543	0.5345	1.0458	0.9849	0.2755	0.1606	1.2703
10.0000	0.5904	0.7726	0.0820	0.6386	0.8188	0.2446	0.0258	2.3481	0.5384	1.0371	0.9848	0.2739	0.1592	1.2779
10.0000	0.5906	0.7726	0.0859	0.6393	0.8159	0.2498	0.0281	2.3445	0.5352	1.0487	0.9850	0.2739	0.1633	1.2773
11.0000	0.5828	0.7756	0.0790	0.6552	0.8221	0.2627	0.0294	2.3522	0.5559	1.0119	0.9840	0.2706	0.1711	1.2664
11.0000	0.5827	0.7759	0.0918	0.6565	0.8133	0.2668	0.0277	2.3472	0.5532	1.0116	0.9835	0.2719	0.1788	1.2508
11.0000	0.5832	0.7757	0.1080	0.6619	0.8003	0.2667	0.0308	2.3500	0.5608	1.0015	0.9836	0.2723	0.1749	1.2558
12.0000	0.5767	0.7773	0.0922	0.6549	0.8253	0.2644	0.0315	2.3392	0.5655	0.9975	0.9834	0.2661	0.1756	1.2569
12.0000	0.5766	0.7777	0.0879	0.6652	0.8270	0.2637	0.0350	2.3424	0.5696	0.9869	0.9830	0.2664	0.1750	1.2570
12.0000	0.5769	0.7774	0.0997	0.6586	0.8169	0.2677	0.0374	2.3211	0.5639	0.9978	0.9831	0.2661	0.1763	1.2557
13.0000	0.5713	0.7796	0.1257	0.6720	0.8046	0.2846	0.0439	2.3407	0.5771	0.9802	0.9828	0.2648	0.1896	1.2357
13.0000	0.5713	0.7796	0.1006	0.6626	0.8274	0.2793	0.0439	2.3486	0.5714	0.9867	0.9825	0.2649	0.1844	1.2420
13.0000	0.5715	0.7792	0.0909	0.6634	0.8293	0.2838	0.0375	2.3335	0.5753	0.9761	0.9821	0.2657	0.1873	1.2356
14.0000	0.5669	0.7812	0.1106	0.6712	0.8202	0.5806	0.9809	0.9818	0.2631	0.1924	1.2333	0.2889	0.0461	2.3037
14.0000	0.5668	0.7808	0.1254	0.6701	0.8119	0.2816	0.0463	2.3254	0.5841	0.9695	0.9821	0.2618	0.1861	1.2404
14.0000	0.5671	0.7809	0.1062	0.6704	0.8258	0.2876	0.0501	2.3037	0.5843	0.9606	0.9818	0.2624	0.1912	1.2359
15.0000	0.5635	0.7815	0.1198	0.6771	0.8157	0.5926	0.9642	0.9814	0.2589	0.1922	1.2347	0.2911	0.0487	2.3102
15.0000	0.5631	0.7818	0.1146	0.6783	0.8231	0.2897	0.0501	2.3065	0.5914	0.9452	0.9814	0.2603	0.1934	1.2313
15.0000	0.5637	0.7813	0.1045	0.6696	0.8282	0.2867	0.0484	2.3130	0.5828	0.9589	0.9818	0.2582	0.1920	1.2349
16.0000	0.5602	0.7835	0.1313	0.6916	0.8201	0.2937	0.0610	2.2731	0.6090	0.9325	0.9809	0.2600	0.1975	1.2273
16.0000	0.5600	0.7831	0.1145	0.6765	0.8266	0.2964	0.0481	2.3091	0.5920	0.9491	0.9812	0.2587	0.1988	1.2240
16.0000	0.5603	0.7833	0.1184	0.6792	0.8215	0.2999	0.0493	2.3054	0.5918	0.9473	0.9808	0.2607	0.2000	1.2230
17.0000	0.5576	0.7842	0.1135	0.6795	0.8286	0.3026	0.0509	2.3063	0.6028	0.9395	0.9807	0.2578	0.2024	1.2212
17.0000	0.5573	0.7845	0.1277	0.6880	0.8217	0.3055	0.0578	2.2920	0.6056	0.9392	0.9809	0.2574	0.2040	1.2228
17.0000	0.5575	0.7842	0.1239	0.6898	0.8195	0.3002	0.0513	2.3213	0.6070	0.9366	0.9811	0.2572	0.2020	1.2228
18.0000	0.5552	0.7848	0.1223	0.6839	0.8304	0.3053	0.0578	2.2817	0.6075	0.9277	0.9805	0.2568	0.2072	1.2131
18.0000	0.5549	0.7853	0.1343	0.6909	0.8276	0.2953	0.0624	2.2724	0.6101	0.9265	0.9805	0.2570	0.2034	1.2186
18.0000	0.5553	0.7849	0.1249	0.6796	0.8290	0.3039	0.0548	2.2845	0.6033	0.9375	0.9805	0.2563	0.2064	1.2171
19.0000	0.5532	0.7861	0.1390	0.6987	0.8207	0.3073	0.0618	2.2686	0.6154	0.9172	0.9803	0.2560	0.2072	1.2098
19.0000	0.5531	0.7861	0.1269	0.6896	0.8302	0.3046	0.0599	2.2839	0.6178	0.9169	0.9800	0.2558	0.2055	1.2175
